76,4,602,326
77,4,601,326
78,4,600,326
79,4,600,326
80,4,599,326
81,4,598,326
82,4,598,326
83,4,597,325
84,4,596,325
85,4,596,325
86,4,595,325
87,4,594,325
88,4,594,325
89,4,593,325
90,4,592,325
91,4,592,324
92,4,591,324
92,6,217,536
93,4,590,324
93,6,219,533
94,4,590,324
94,6,221,531
95,4,522,360
95,6,222,530
96,4,518,362
96,6,223,528
97,4,523,362
97,6,226,527
98,4,523,361
98,6,228,525
99,4,521,361
99,6,229,523
100,4,519,361
100,6,230,520
101,4,517,361
101,6,234,519
102,4,516,361
102,6,235,517
103,4,516,361
103,6,240,513
104,4,515,360
104,6,241,513
105,4,512,360
105,6,243,510
106,4,511,360
106,6,244,502
107,4,510,361
107,6,246,502
108,4,509,363
108,6,247,499
109,4,508,363
109,6,249,498
110,4,507,362
110,6,252,495
111,4,506,362
111,6,253,494
112,4,506,361
112,6,254,492
113,4,506,361
113,6,257,491
114,4,505,361
114,6,259,488
115,4,504,361
115,6,261,486
116,4,503,361
116,6,262,481
117,4,502,360
117,6,264,477
118,4,501,359
118,6,265,474
119,4,499,358
119,6,269,473
119,10,268,467
120,4,498,358
120,6,272,471
120,10,269,465
121,4,497,358
121,6,273,469
121,10,270,464
122,4,496,358
122,6,275,466
122,10,271,462
123,4,495,358
123,6,276,463
123,10,272,461
124,4,492,342
124,6,279,461
124,10,273,459
125,4,491,341
125,6,281,459
125,10,275,458
126,4,489,340
126,6,283,458
126,10,285,455
127,4,487,338
127,6,285,456
127,10,287,453
128,4,486,339
128,6,287,453
128,10,288,449
129,4,485,346
129,6,288,454
129,10,290,447
130,4,482,347
130,6,290,452
130,10,292,446
131,4,481,347
131,6,293,449
131,10,294,444
132,4,480,347
132,6,295,447
132,10,297,442
133,4,479,349
133,6,297,445
133,10,299,440
134,4,478,349
134,6,306,438
134,10,301,438
135,4,477,353
135,6,308,436
135,10,303,436
136,4,476,353
136,6,311,433
136,10,305,434
137,4,474,354
137,6,311,432
137,10,307,433
138,4,473,354
138,6,314,429
138,10,309,431
139,4,458,330
139,6,316,430
139,10,312,429
140,4,456,327
140,6,318,429
140,10,314,427
140,11,458,333
141,4,453,326
141,6,320,429
141,10,316,425
141,11,461,334
142,4,450,324
142,6,321,428
142,10,318,423
142,11,462,334
143,4,448,322
143,6,322,427
143,10,320,421
143,11,455,333
144,4,445,320
144,6,324,426
144,10,322,420
144,11,451,331
145,4,442,318
145,6,325,425
145,10,324,418
145,11,448,329
146,4,440,316
146,6,327,423
146,10,327,416
146,11,446,328
147,4,437,314
147,6,329,422
147,10,334,414
147,11,445,328
148,4,434,312
148,6,339,415
148,10,337,413
148,11,444,327
149,4,432,310
149,6,342,413
149,10,339,411
149,11,443,327
150,4,429,308
150,6,344,412
150,10,342,408
150,11,441,326
151,4,426,306
151,6,347,410
151,10,345,406
151,11,431,333
152,4,423,327
152,6,350,408
152,10,347,403
152,11,428,332
153,4,422,327
153,6,352,406
153,10,349,403
153,11,427,330
154,4,420,328
154,6,353,407
154,10,352,403
154,11,427,346
155,4,420,329
155,6,356,404
155,10,355,399
155,11,426,335
156,4,418,329
156,6,359,403
156,10,358,398
156,11,424,335
157,4,416,329
157,6,363,404
157,10,361,396
157,11,423,335
158,4,413,325
158,6,365,402
158,10,363,398
158,11,421,335
159,4,411,325
159,6,369,403
159,10,366,397
159,11,414,328
160,4,409,324
160,6,372,401
160,10,368,395
160,11,412,328
161,4,407,324
161,6,375,400
161,10,372,395
161,11,409,330
162,4,405,324
162,6,378,399
162,10,375,395
162,11,406,330
163,4,402,323
163,6,381,398
163,10,378,394
163,11,404,330
164,4,400,323
164,6,384,396
164,10,381,393
164,11,401,329
165,4,398,322
165,6,386,395
165,10,383,392
165,11,399,329
166,4,396,322
166,6,389,394
166,10,386,391
166,11,397,329
167,4,393,321
167,6,392,393
167,10,389,390
167,11,394,328
168,4,391,321
168,6,395,391
168,10,392,389
168,11,392,328
169,4,389,320
169,6,398,390
169,10,394,388
169,11,389,327
170,4,387,320
170,6,401,389
170,10,397,387
170,11,397,357
171,4,385,320
171,6,403,388
171,10,400,385
171,11,395,359
172,4,382,319
172,6,406,386
172,10,403,384
172,11,393,361
173,4,380,319
