0,0.0,839.91552,716.9547600000001
0,0.0,918.7199999999999,707.5746899999999
0,0.0,1509.1008,739.7854199999999
0,0.0,1861.80096,836.37549
10,0.0,813.64416,715.7052000000001
10,0.0,892.45056,713.83545
10,0.0,1472.20992,739.7854199999999
10,0.0,1858.66944,833.66469
20,0.0,781.1251199999999,715.7052000000001
20,0.0,864.92928,716.3345699999999
20,0.0,1449.69408,736.03458
20,0.0,1855.54944,830.95497
30,0.0,751.1059200000001,715.7052000000001
30,0.0,828.66048,716.3345699999999
30,0.0,1424.6803200000002,736.03458
30,0.0,1852.41984,828.24525
30,0.0,14.37504,719.46252
40,0.0,717.33504,715.7052000000001
40,0.0,799.88928,716.3345699999999
40,0.0,1399.6608,736.03458
40,0.0,1849.29024,825.53553
40,0.0,26.25024,708.20244
50,0.0,688.56576,715.7052000000001
50,0.0,769.87008,715.08501
50,0.0,1365.8899199999998,729.783
50,0.0,1846.1702400000001,822.82473
50,0.0,58.15488,706.02003
60,0.0,658.5446400000001,715.7052000000001
60,0.0,733.59552,715.08501
60,0.0,1345.87968,728.53236
60,0.0,1843.04064,820.1150100000001
60,0.0,73.16544,707.26959
70,0.0,628.52544,714.45456
70,0.0,702.32448,712.5848100000001
70,0.0,1312.10496,728.53236
70,0.0,1843.04064,820.35477
70,0.0,108.19008000000001,707.26959
80,0.0,596.0044800000001,713.205
80,0.0,672.30528,708.8320799999999
80,0.0,1287.0892800000001,728.53236
80,0.0,1843.04064,820.5956100000001
80,0.0,134.45568,709.7697900000001
90,0.0,569.7350399999999,713.205
90,0.0,639.78048,707.5746899999999
90,0.0,1262.07552,727.2747
90,0.0,1843.04064,820.8245700000001
90,0.0,169.48032,717.27039
90,0.0,26.88576,702.0105299999999
100,0.0,542.22528,713.205
100,0.0,617.2704,707.5746899999999
100,0.0,1238.30976,727.2747
100,0.0,1843.04064,821.06541
100,0.0,190.74432000000002,717.27039
100,0.0,45.649919999999995,704.51748
110,0.0,515.95584,711.9554400000001
110,0.0,587.24928,707.5746899999999
110,0.0,1213.29024,726.02514
110,0.0,1843.04064,821.30517
110,0.0,217.00992,717.27039
110,0.0,65.66016,708.2672399999999
120,0.0,484.6848,710.7048000000001
120,0.0,554.73024,705.07449
120,0.0,1193.2800000000002,724.7745
120,0.0,1843.04064,821.54493
